,test_rmse,test_mae,fit_time,test_time,k,mean_rmse,mean_mae
0,3.6622813241356345,3.28685474719948,0.5139009952545166,0.0263369083404541,5,3.6666887157849777,3.289779389252898
1,3.6587935591645615,3.2753567162875123,0.5738940238952637,0.027708053588867188,5,3.6666887157849777,3.289779389252898
2,3.680056625985717,3.30494151621601,0.5700669288635254,0.061979055404663086,5,3.6666887157849777,3.289779389252898
3,3.6678583916223793,3.295967959471455,0.4791600704193115,0.026123046875,5,3.6666887157849777,3.289779389252898
4,3.6644536780165966,3.285776007090035,0.47078490257263184,0.0621790885925293,5,3.6666887157849777,3.289779389252898
5,2.9299144366879624,2.544481335773994,0.5411241054534912,0.02546977996826172,10,2.9523140700907105,2.5698485227901147
6,2.954322352562012,2.577391377539463,0.5462779998779297,0.025758028030395508,10,2.9523140700907105,2.5698485227901147
7,2.952201630471233,2.568182306737531,0.5367329120635986,0.06818723678588867,10,2.9523140700907105,2.5698485227901147
8,2.9651426907737446,2.5840906933420515,0.5622520446777344,0.026808977127075195,10,2.9523140700907105,2.5698485227901147
9,2.9599892399586016,2.575096900557532,0.5368967056274414,0.06340408325195312,10,2.9523140700907105,2.5698485227901147
10,2.4451917415965765,2.0614976562897653,0.6137139797210693,0.029626131057739258,15,2.4658264795868874,2.082018278325958
11,2.4690583957455208,2.0864595249340288,0.6185331344604492,0.0256807804107666,15,2.4658264795868874,2.082018278325958
12,2.473639699130145,2.0901457940176735,0.6052701473236084,0.06301999092102051,15,2.4658264795868874,2.082018278325958
13,2.476056541818557,2.091907651870983,0.6182460784912109,0.02605891227722168,15,2.4658264795868874,2.082018278325958
14,2.465186019643639,2.080080764517339,0.6051850318908691,0.0626528263092041,15,2.4658264795868874,2.082018278325958
15,2.1750314159782773,1.7774030902028974,0.630756139755249,0.025046110153198242,20,2.1863089278351175,1.785303931087288
16,2.189649610826539,1.7874946413444162,0.6494221687316895,0.025636911392211914,20,2.1863089278351175,1.785303931087288
17,2.189461139455965,1.7848278931839987,0.6286771297454834,0.0253140926361084,20,2.1863089278351175,1.785303931087288
18,2.193743405090209,1.7940913174182116,0.6275317668914795,0.025725126266479492,20,2.1863089278351175,1.785303931087288
19,2.183659067824596,1.7827027132869158,0.6244559288024902,0.06282186508178711,20,2.1863089278351175,1.785303931087288
20,2.0454118939443653,1.6205595531705386,0.6960408687591553,0.02485823631286621,25,2.0421978518673414,1.6207020794179379
21,2.056289146292661,1.632830951470846,0.7060880661010742,0.025876283645629883,25,2.0421978518673414,1.6207020794179379
22,2.036135414896116,1.6194638184824213,0.6939918994903564,0.02535700798034668,25,2.0421978518673414,1.6207020794179379
23,2.0382072883464866,1.6185871106884686,0.6954660415649414,0.025427818298339844,25,2.0421978518673414,1.6207020794179379
24,2.034945515857078,1.612068963277415,0.6898608207702637,0.06312704086303711,25,2.0421978518673414,1.6207020794179379
25,1.9986870269186232,1.5418935005875642,0.7662489414215088,0.02589893341064453,30,2.0008475125257092,1.5439531990902091
26,2.013508682108539,1.5541212474927715,0.758720874786377,0.06415295600891113,30,2.0008475125257092,1.5439531990902091
27,1.9954790914376235,1.537995320009067,0.7549138069152832,0.025861024856567383,30,2.0008475125257092,1.5439531990902091
28,2.0053696595231343,1.5508980629493367,0.7450909614562988,0.025600194931030273,30,2.0008475125257092,1.5439531990902091
