,test_rmse,test_mae,fit_time,test_time,k,mean_rmse,mean_mae
19,1.8965900310003179,1.471394787953468,0.2571370601654053,0.03150796890258789,20,1.8888519052433748,1.4685295303253663
20,1.8907579629225595,1.470845261425009,0.2432878017425537,0.03125286102294922,25,1.8954206792652797,1.4721317193372576
21,1.8991540320201241,1.4723622197061619,0.2365889549255371,0.030890941619873047,25,1.8954206792652797,1.4721317193372576
22,1.8758668082991203,1.4604927325809374,0.29009294509887695,0.03242182731628418,25,1.8954206792652797,1.4721317193372576
23,1.9025588264663205,1.4779739592555365,0.26430797576904297,0.15715503692626953,25,1.8954206792652797,1.4721317193372576
24,1.908765766618274,1.4789844237186427,0.2701539993286133,0.031640052795410156,25,1.8954206792652797,1.4721317193372576
25,1.8954920682015406,1.4722997744202737,0.26337218284606934,0.032507896423339844,30,1.8972463706086504,1.476143830530245
26,1.896821134548998,1.4767500237326148,0.28639984130859375,0.03126406669616699,30,1.8972463706086504,1.476143830530245
27,1.8898678923657901,1.4806976899384734,0.28267908096313477,0.0316009521484375,30,1.8972463706086504,1.476143830530245
28,1.9004965082115988,1.4720792392794921,0.2602729797363281,0.15573406219482422,30,1.8972463706086504,1.476143830530245
29,1.903554249715325,1.4788924252803708,0.32656097412109375,0.032424211502075195,30,1.8972463706086504,1.476143830530245
30,1.9221661733831172,1.5007648402478195,0.2966740131378174,0.031105995178222656,35,1.9042242342129547,1.4805072778025925
31,1.9111884404003254,1.4854274604752298,0.28986406326293945,0.030888795852661133,35,1.9042242342129547,1.4805072778025925
32,1.8979635728249689,1.4700863654027108,0.2909889221191406,0.036913156509399414,35,1.9042242342129547,1.4805072778025925
33,1.8904826830835462,1.4713120175344885,0.30213499069213867,0.03193497657775879,35,1.9042242342129547,1.4805072778025925
34,1.899320301372815,1.474945705352714,0.28316688537597656,0.032869815826416016,35,1.9042242342129547,1.4805072778025925
35,1.9009044167565072,1.4782904946305944,0.27405810356140137,0.03453183174133301,40,1.9102531749524065,1.4855620763169475
36,1.8944954984928775,1.4765316684538428,0.369610071182251,0.032566070556640625,40,1.9102531749524065,1.4855620763169475
37,1.9135979982446885,1.4898008644081442,0.36164093017578125,0.2794051170349121,40,1.9102531749524065,1.4855620763169475
38,1.9184191326348647,1.4900018785505424,0.28540706634521484,0.03416609764099121,40,1.9102531749524065,1.4855620763169475
39,1.9238488286330948,1.4931854755416125,0.2755739688873291,0.03167319297790527,40,1.9102531749524065,1.4855620763169475
40,1.9122051661071284,1.4879314354063657,0.30463480949401855,0.03481912612915039,45,1.9095142004361978,1.4848015850782978
41,1.9081220113369828,1.4886119474083925,0.3280069828033447,0.033689022064208984,45,1.9095142004361978,1.4848015850782978
42,1.9077717907986407,1.4850753137226387,0.30946898460388184,0.1551051139831543,45,1.9095142004361978,1.4848015850782978
43,1.910916453303744,1.4827408438444096,0.2987020015716553,0.03259587287902832,45,1.9095142004361978,1.4848015850782978
44,1.9085555806344938,1.4796483850096842,0.2925271987915039,0.03168797492980957,45,1.9095142004361978,1.4848015850782978
45,1.9142958849317557,1.4906904546492599,0.2947547435760498,0.03142499923706055,50,1.9092062399824807,1.4857463273222913
46,1.9125722292309928,1.4886835189690284,0.3175971508026123,0.03348898887634277,50,1.9092062399824807,1.4857463273222913
47,1.907533725024965,1.4823988558854073,0.2992241382598877,0.15154719352722168,50,1.9092062399824807,1.4857463273222913
48,1.9066808090410117,1.4821349092543117,0.30750322341918945,0.03447675704956055,50,1.9092062399824807,1.4857463273222913
49,1.904948551683678,1.4848238978534496,0.3279099464416504,0.03109002113342285,50,1.9092062399824807,1.4857463273222913
50,1.9111716255629236,1.4838292146859433,0.3263227939605713,0.03189682960510254,55,1.9109560838312292,1.4859376836366156
51,1.8892567201534405,1.4729123860333695,0.3270599842071533,0.031374216079711914,55,1.9109560838312292,1.4859376836366156
52,1.9254924540475575,1.4933136475078557,0.3504619598388672,0.03233790397644043,55,1.9109560838312292,1.4859376836366156
53,1.9220167739440077,1.494439225934814,0.33269309997558594,0.03186202049255371,55,1.9109560838312292,1.4859376836366156
54,1.9068428454482156,1.4851939440210957,0.30979013442993164,0.031497955322265625,55,1.9109560838312292,1.4859376836366156
55,1.9188561137309885,1.4967152815467135,0.309434175491333,0.031835317611694336,60,1.9160392931800652,1.48994617302674
56,1.9263814938114403,1.4958894211341096,0.30731964111328125,0.15270233154296875,60,1.9160392931800652,1.48994617302674
57,1.9093933384841555,1.4794224200241202,0.3159301280975342,0.033052921295166016,60,1.9160392931800652,1.48994617302674
58,1.9124113462921324,1.4883593100372787,0.308380126953125,0.03137683868408203,60,1.9160392931800652,1.48994617302674
59,1.9131541735816089,1.4893444323914786,0.34324097633361816,0.031053781509399414,60,1.9160392931800652,1.48994617302674
60,1.919692011687186,1.489618279624291,0.35612010955810547,0.033412933349609375,65,1.913277252360242,1.4877759515917943
61,1.9039600754963648,1.4851743408476676,0.3765270709991455,0.15584802627563477,65,1.913277252360242,1.4877759515917943
62,1.9167631401417407,1.4830516815950847,0.37282681465148926,0.031327009201049805,65,1.913277252360242,1.4877759515917943
63,1.913234055893227,1.4944558388836595,0.368060827255249,0.03148388862609863,65,1.913277252360242,1.4877759515917943
64,1.9127369785826902,1.4865796170082695,0.34719204902648926,0.033329010009765625,65,1.913277252360242,1.4877759515917943
